Date,Open,High,Low,Close,Adj Close,Volume
2014-03-25,25380.0,25400.0,24820.0,24940.0,20022.119140625,13625000
2014-03-26,25380.0,25800.0,24960.0,25700.0,20632.25,17444700
2014-03-27,25800.0,26660.0,25700.0,26660.0,21402.955078125,20877850
2014-03-28,26400.0,26760.0,26400.0,26700.0,21435.072265625,10648700
2014-03-31,26900.0,26900.0,26440.0,26860.0,21563.515625,13259850
2014-04-01,26900.0,26900.0,26620.0,26780.0,21499.2890625,11081000
2014-04-02,27000.0,27140.0,26860.0,27140.0,21788.302734375,13100050
2014-04-03,27020.0,27900.0,27020.0,27800.0,22318.154296875,19098800
2014-04-04,27540.0,27940.0,27540.0,27600.0,22157.595703125,18400350
2014-04-07,27940.0,27940.0,27480.0,27940.0,22430.556640625,10761750
2014-04-08,27740.0,27980.0,27500.0,27880.0,22382.384765625,10608200
2014-04-09,27880.0,27900.0,27280.0,27420.0,22013.095703125,16061600
2014-04-10,27380.0,27600.0,27200.0,27600.0,22157.595703125,9999200
2014-04-11,27240.0,27360.0,27180.0,27300.0,21916.7578125,10659350
2014-04-14,27300.0,27720.0,27300.0,27400.0,21997.0390625,10586000
2014-04-15,27720.0,27740.0,27380.0,27400.0,21997.0390625,10969800
2014-04-16,27400.0,27840.0,27260.0,27600.0,22157.595703125,9308550
2014-04-17,27520.0,27600.0,27320.0,27400.0,21997.0390625,7241650
2014-04-18,27400.0,27580.0,27400.0,27560.0,22125.484375,9518350
2014-04-21,27580.0,27720.0,27500.0,27600.0,22157.595703125,3299250
2014-04-22,27480.0,27680.0,27420.0,27500.0,22077.318359375,6084300
2014-04-23,27880.0,27900.0,27640.0,27780.0,22302.099609375,9500750
2014-04-24,28180.0,28180.0,27980.0,28140.0,22591.119140625,10546200
2014-04-25,28400.0,28560.0,27960.0,27980.0,22462.66796875,15269800
2014-04-28,28080.0,28120.0,27640.0,27760.0,22286.048828125,9431450
2014-04-29,27780.0,27900.0,27020.0,27200.0,21836.4765625,10909200
2014-04-30,27600.0,27620.0,26520.0,26860.0,21563.515625,15047300
2014-05-02,27080.0,27180.0,26880.0,26920.0,21611.68359375,14943350
2014-05-07,27000.0,27120.0,26800.0,26880.0,21579.5703125,14189700
2014-05-08,27100.0,27100.0,26880.0,27000.0,21675.908203125,16281900
2014-05-09,27120.0,27160.0,26520.0,26700.0,21435.072265625,13157050
2014-05-12,26720.0,27900.0,26640.0,27760.0,22286.048828125,15944800
2014-05-13,27760.0,28500.0,27760.0,28000.0,22478.716796875,12107400
2014-05-14,28180.0,28300.0,28020.0,28300.0,22719.55859375,11103750
2014-05-15,28280.0,28380.0,28060.0,28200.0,22639.28515625,6806700
2014-05-16,28000.0,28740.0,27980.0,28560.0,22928.296875,15856500
2014-05-19,28560.0,29000.0,28160.0,28960.0,23249.419921875,19281050
2014-05-20,28900.0,29080.0,28700.0,29020.0,23297.5859375,16007300
2014-05-21,28700.0,29000.0,28700.0,28820.0,23137.02734375,10842500
2014-05-22,28820.0,28960.0,28520.0,28520.0,22896.1796875,9540000
2014-05-23,28100.0,28560.0,28100.0,28560.0,22928.296875,8511650
2014-05-26,28400.0,28640.0,28300.0,28440.0,22831.962890625,3735600
2014-05-27,28340.0,28460.0,28060.0,28140.0,22591.119140625,4748400
2014-05-28,28380.0,28700.0,28180.0,28660.0,23008.580078125,9200950
2014-05-29,29000.0,29300.0,28800.0,29200.0,23442.095703125,12521500
2014-05-30,29400.0,29640.0,28860.0,28860.0,23169.14453125,15831050
2014-06-02,28860.0,29160.0,28780.0,29100.0,23361.810546875,7439450
2014-06-03,29680.0,29900.0,29300.0,29400.0,23602.662109375,17234250
2014-06-05,29320.0,29600.0,29000.0,29140.0,23393.927734375,13507050
2014-06-09,29400.0,29460.0,28040.0,28180.0,22623.2265625,22269600
2014-06-10,28420.0,28760.0,28100.0,28720.0,23056.744140625,9214100
2014-06-11,28240.0,28600.0,28240.0,28440.0,22831.962890625,8625750
2014-06-12,28600.0,28600.0,28020.0,28260.0,22687.453125,12943150
2014-06-13,28040.0,28080.0,27260.0,27340.0,21948.8671875,18589050
2014-06-16,27600.0,27640.0,27240.0,27480.0,22061.2578125,15319950
2014-06-17,27200.0,27560.0,27020.0,27480.0,22061.2578125,13476750
2014-06-18,27460.0,27520.0,27120.0,27160.0,21804.357421875,11044350
2014-06-19,26900.0,26980.0,26400.0,26460.0,21242.392578125,22339700
2014-06-20,26600.0,26600.0,25920.0,26020.0,20889.154296875,23902650
2014-06-23,26420.0,26640.0,26320.0,26440.0,21226.333984375,12488250
2014-06-24,26800.0,27080.0,26640.0,26900.0,21595.626953125,11890850
2014-06-25,26600.0,26660.0,26360.0,26400.0,21194.22265625,10231900
2014-06-26,26180.0,26860.0,26140.0,26500.0,21274.5078125,12765300
2014-06-27,26140.0,26380.0,26120.0,26220.0,21057.666015625,8953050
2014-06-30,26200.0,26480.0,26180.0,26440.0,21234.349609375,8881050
2014-07-01,26160.0,26280.0,26020.0,26200.0,21041.60546875,8725400
2014-07-02,26340.0,26620.0,26120.0,26600.0,21362.849609375,11139250
2014-07-03,26720.0,26720.0,26320.0,26360.0,21170.095703125,8543050
2014-07-04,26440.0,26520.0,26060.0,26120.0,20977.353515625,5978850
2014-07-07,25820.0,26020.0,25800.0,25840.0,20752.48046875,9437050
2014-07-08,25880.0,26380.0,25740.0,25900.0,20800.6640625,12073200
2014-07-09,25740.0,26160.0,25660.0,26160.0,21009.474609375,11829900
2014-07-10,26160.0,26220.0,26040.0,26120.0,20977.353515625,8960200
2014-07-11,26000.0,26040.0,25640.0,25680.0,20623.98046875,10779600
2014-07-14,25960.0,26000.0,25720.0,25720.0,20656.099609375,7082150
2014-07-15,26000.0,26460.0,25940.0,26400.0,21202.224609375,11976050
2014-07-16,26260.0,26460.0,26220.0,26420.0,21218.279296875,9114200
2014-07-17,26520.0,26700.0,26400.0,26600.0,21362.849609375,10922700
2014-07-18,26300.0,26860.0,26280.0,26860.0,21571.658203125,9742650
2014-07-21,26980.0,27200.0,26860.0,27060.0,21732.279296875,8059950
2014-07-22,26960.0,27160.0,26900.0,26960.0,21651.97265625,6300950
2014-07-23,27080.0,27140.0,26700.0,26760.0,21491.345703125,6417300
2014-07-24,27000.0,27160.0,26620.0,27100.0,21764.40234375,8051700
2014-07-25,26920.0,27100.0,26700.0,27100.0,21764.40234375,8790150
2014-07-28,27100.0,27340.0,26880.0,27160.0,21812.583984375,8992550
2014-07-29,27100.0,27760.0,27060.0,27720.0,22262.33984375,12809300
2014-07-30,27760.0,28160.0,27480.0,27900.0,22406.892578125,17359450
2014-07-31,27480.0,27700.0,26720.0,26860.0,21571.658203125,24351350
2014-08-01,26100.0,26560.0,25840.0,25840.0,20752.48046875,28231050
2014-08-04,26000.0,26340.0,25820.0,26340.0,21154.0390625,12066750
2014-08-05,26020.0,26420.0,26000.0,26320.0,21137.9765625,8626450
2014-08-06,26120.0,26320.0,25900.0,26000.0,20880.98046875,10830100
2014-08-07,26000.0,26040.0,25700.0,25800.0,20720.359375,9527250
2014-08-08,25680.0,25700.0,24960.0,25000.0,20077.86328125,20621450
2014-08-11,25500.0,25640.0,25140.0,25400.0,20399.109375,18619250
2014-08-12,25400.0,25880.0,25240.0,25320.0,20334.86328125,8995700
2014-08-13,25500.0,25500.0,24960.0,25280.0,20302.732421875,12845000
2014-08-14,25480.0,25640.0,25080.0,25220.0,20254.548828125,10447350
2014-08-18,25580.0,25600.0,25000.0,25000.0,20077.86328125,10518950
2014-08-19,25280.0,25460.0,25060.0,25080.0,20142.109375,10044400
2014-08-20,25280.0,25420.0,25020.0,25220.0,20254.548828125,9430600
2014-08-21,25100.0,25220.0,24620.0,24700.0,19836.927734375,17105400
2014-08-22,24900.0,24940.0,24700.0,24940.0,20029.677734375,8407650
2014-08-25,24620.0,24620.0,24420.0,24560.0,19724.49609375,11577200
2014-08-26,24700.0,24700.0,24420.0,24440.0,19628.1171875,10719450
2014-08-27,24460.0,24740.0,24440.0,24600.0,19756.615234375,12171000
2014-08-28,25160.0,25160.0,24720.0,24840.0,19949.3671875,10311850
2014-08-29,24760.0,24760.0,24560.0,24680.0,19820.8671875,14558250
2014-09-01,24720.0,24740.0,24480.0,24520.0,19692.369140625,5664050
2014-09-02,24420.0,24500.0,23880.0,23880.0,19178.375,15899600
2014-09-03,24000.0,24000.0,23600.0,23780.0,19098.0703125,21238750
2014-09-04,24200.0,24320.0,24040.0,24200.0,19435.369140625,12099950
2014-09-05,24300.0,24320.0,23900.0,24020.0,19290.814453125,10770400
2014-09-11,24000.0,24140.0,23840.0,23840.0,19146.25,23309200
2014-09-12,24000.0,24160.0,24000.0,24020.0,19290.814453125,10872350
2014-09-15,24140.0,24160.0,23920.0,24000.0,19274.751953125,7161500
2014-09-16,24160.0,24300.0,24020.0,24120.0,19371.123046875,7092400
2014-09-17,24140.0,24520.0,24140.0,24520.0,19692.369140625,7545750
2014-09-18,24600.0,24600.0,24080.0,24200.0,19435.369140625,9476750
2014-09-19,24460.0,24460.0,24120.0,24200.0,19435.369140625,13435050
2014-09-22,24080.0,24080.0,23600.0,23760.0,19082.001953125,16022100
2014-09-23,23560.0,23700.0,23220.0,23220.0,18648.318359375,19541400
2014-09-24,23040.0,23220.0,22820.0,23000.0,18471.634765625,15789200
2014-09-25,23240.0,23320.0,22940.0,23120.0,18568.01171875,19414500
2014-09-26,23040.0,23700.0,22960.0,23700.0,19033.81640625,12413550
2014-09-29,23860.0,24000.0,23400.0,23900.0,19194.4375,9401000
2014-09-30,23700.0,23760.0,23300.0,23680.0,19017.751953125,12379300
2014-10-01,23480.0,23660.0,23120.0,23120.0,18568.01171875,11929800
2014-10-02,23300.0,23300.0,22820.0,22820.0,18327.072265625,12732750
2014-10-06,22900.0,23120.0,22760.0,23020.0,18487.6953125,21252900
2014-10-07,23240.0,23720.0,23240.0,23240.0,18664.384765625,10149150
2014-10-08,22840.0,23020.0,22480.0,22600.0,18150.388671875,14720550
2014-10-10,22000.0,22280.0,21980.0,22100.0,17748.830078125,21837450
2014-10-13,21640.0,22540.0,21560.0,22160.0,17797.01953125,11344750
2014-10-14,22540.0,22920.0,22400.0,22540.0,18102.203125,16572550
2014-10-15,22560.0,22900.0,22400.0,22500.0,18070.07421875,14143600
2014-10-16,22320.0,22420.0,22080.0,22300.0,17909.45703125,15148300
2014-10-17,22120.0,22300.0,21740.0,21780.0,17491.837890625,16281750
2014-10-20,22300.0,22340.0,22020.0,22120.0,17764.892578125,9476750
2014-10-21,21880.0,22000.0,21620.0,21660.0,17395.462890625,11766050
2014-10-22,21940.0,22080.0,21800.0,22080.0,17732.767578125,11127700
2014-10-23,22260.0,22260.0,21800.0,21880.0,17572.140625,8505900
2014-10-24,22060.0,22240.0,21840.0,22240.0,17861.265625,8378450
2014-10-27,22020.0,22220.0,21740.0,21900.0,17588.20703125,8388600
2014-10-28,21800.0,22000.0,21720.0,21820.0,17523.958984375,6243850
2014-10-29,22000.0,22600.0,21800.0,22600.0,18150.388671875,13726100
2014-10-30,22580.0,23660.0,22300.0,23620.0,18969.564453125,24566950
2014-10-31,23960.0,25000.0,23700.0,24880.0,19981.4921875,38623150
2014-11-03,25000.0,25040.0,24320.0,24700.0,19836.927734375,13475800
2014-11-04,24380.0,24840.0,24100.0,24340.0,19547.8046875,13000300
2014-11-05,24300.0,24500.0,23880.0,24040.0,19306.869140625,10162150
2014-11-06,23960.0,24200.0,23860.0,24080.0,19339.00390625,8570150
2014-11-07,24360.0,24360.0,23900.0,24120.0,19371.123046875,6030200
2014-11-10,24520.0,25380.0,24440.0,25360.0,20366.986328125,19202900
2014-11-11,25100.0,25220.0,24540.0,24620.0,19772.681640625,12141400
2014-11-12,24620.0,24680.0,24380.0,24600.0,19756.615234375,9079600
2014-11-13,24560.0,24640.0,23980.0,24000.0,19274.751953125,11547150
2014-11-14,24020.0,24020.0,23600.0,23880.0,19178.375,10621750
2014-11-17,23800.0,24400.0,23640.0,24100.0,19355.0625,9693950
2014-11-18,24400.0,24540.0,24300.0,24400.0,19595.998046875,10754700
2014-11-19,24760.0,24760.0,24240.0,24360.0,19563.8671875,12502750
2014-11-20,24120.0,24400.0,24120.0,24200.0,19435.369140625,10024150
2014-11-21,24380.0,24520.0,24340.0,24460.0,19644.18359375,12336350
2014-11-24,24940.0,24960.0,24200.0,24400.0,19595.998046875,10284300
2014-11-25,24480.0,24480.0,23800.0,23800.0,19114.126953125,17811050
2014-11-26,23800.0,24220.0,23640.0,24020.0,19290.814453125,12287900
2014-11-27,25460.0,26020.0,25280.0,25280.0,20302.732421875,44377800
2014-11-28,25900.0,25920.0,25480.0,25740.0,20672.1640625,9844550
2014-12-01,25880.0,25960.0,25740.0,25900.0,20800.6640625,12866850
2014-12-02,25900.0,25900.0,25320.0,25900.0,20800.6640625,9222700
2014-12-03,26000.0,26020.0,25900.0,25960.0,20848.853515625,9735500
2014-12-04,26040.0,26060.0,25960.0,26000.0,20880.98046875,8871350
2014-12-05,26280.0,26280.0,26000.0,26040.0,20913.103515625,5637800
2014-12-08,26060.0,26420.0,26040.0,26380.0,21186.16796875,7916550
2014-12-09,26380.0,27140.0,26380.0,26980.0,21668.03125,13553100
2014-12-10,26920.0,26920.0,26340.0,26340.0,21154.0390625,15977800
2014-12-11,26340.0,26380.0,25880.0,26100.0,20961.2890625,20490850
2014-12-12,26060.0,26080.0,25480.0,25720.0,20656.099609375,14397250
2014-12-15,25600.0,25600.0,25200.0,25460.0,20447.296875,14337950
2014-12-16,25400.0,25780.0,25360.0,25580.0,20543.666015625,12894750
2014-12-17,25580.0,25660.0,25060.0,25320.0,20334.86328125,13088650
2014-12-18,25320.0,25580.0,25040.0,25320.0,20334.86328125,11808250
2014-12-19,25880.0,26560.0,25740.0,26560.0,21330.720703125,18356500
2014-12-22,26900.0,26940.0,26360.0,26900.0,21603.775390625,17943850
2014-12-23,26920.0,26980.0,26740.0,26780.0,21507.408203125,10976350
2014-12-24,26780.0,26860.0,26780.0,26860.0,21571.658203125,6257000
2014-12-26,26860.0,27100.0,26860.0,27040.0,21716.21484375,11488100
2014-12-29,26900.0,26940.0,26580.0,26580.0,21659.181640625,9637450
