Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,26680.0,26920.0,26440.0,26520.0,21081.888671875,12825950
2013-07-02,26800.0,27040.0,26600.0,26700.0,21224.982421875,10214450
2013-07-03,26680.0,26780.0,25900.0,26020.0,20684.41796875,12822050
2013-07-04,26040.0,26340.0,25920.0,26340.0,20938.80078125,9042650
2013-07-05,25720.0,26300.0,25200.0,25340.0,20143.85546875,30382800
2013-07-08,25000.0,25160.0,24180.0,24520.0,19492.005859375,26480150
2013-07-09,24600.0,25000.0,24580.0,24740.0,19666.89453125,19694950
2013-07-10,24900.0,25040.0,24740.0,24960.0,19841.771484375,17305650
2013-07-11,25020.0,26240.0,25020.0,26240.0,20859.302734375,20788350
2013-07-12,26400.0,26480.0,26020.0,26240.0,20859.302734375,11391300
2013-07-15,26300.0,26380.0,25700.0,26260.0,20875.203125,9629600
2013-07-16,26360.0,26420.0,25800.0,25960.0,20636.72265625,9300950
2013-07-17,26020.0,26600.0,25720.0,26400.0,20986.494140625,12302300
2013-07-18,26500.0,26500.0,25840.0,25840.0,20541.328125,15704200
2013-07-19,25760.0,25900.0,25280.0,25460.0,20239.24609375,16271300
2013-07-22,25600.0,25780.0,25300.0,25460.0,20239.24609375,10351150
2013-07-23,25460.0,26140.0,25440.0,26140.0,20779.80859375,11948900
2013-07-24,26140.0,26340.0,25900.0,26300.0,20906.998046875,8772650
2013-07-25,26340.0,26440.0,26160.0,26300.0,20906.998046875,8495650
2013-07-26,26280.0,26380.0,25980.0,26060.0,20716.21875,13619550
2013-07-29,25820.0,26000.0,25580.0,25660.0,20398.23828125,11821850
2013-07-30,25540.0,25900.0,25540.0,25800.0,20509.533203125,9425350
2013-07-31,25600.0,25800.0,25580.0,25600.0,20350.546875,12735500
2013-08-01,25700.0,25760.0,25480.0,25600.0,20350.546875,9058900
2013-08-02,25860.0,26000.0,25640.0,25720.0,20445.931640625,11241350
2013-08-05,25660.0,25660.0,25480.0,25480.0,20255.146484375,8079850
2013-08-06,24900.0,25440.0,24900.0,25080.0,19937.171875,14493700
2013-08-07,24740.0,24800.0,24440.0,24440.0,19428.40625,15778100
2013-08-08,24260.0,24700.0,24260.0,24340.0,19348.908203125,17910800
2013-08-09,24580.0,24820.0,24400.0,24600.0,19555.595703125,12080200
2013-08-12,24600.0,24960.0,24500.0,24640.0,19587.396484375,10140600
2013-08-13,24880.0,25800.0,24840.0,25800.0,20509.533203125,20929450
2013-08-14,25780.0,26000.0,25700.0,26000.0,20668.51953125,13005100
2013-08-16,25720.0,26020.0,25640.0,25900.0,20589.021484375,11416600
2013-08-19,25720.0,25920.0,25600.0,25720.0,20445.931640625,6499850
2013-08-20,25920.0,26100.0,25380.0,25380.0,20175.654296875,14230950
2013-08-21,25300.0,25640.0,25120.0,25120.0,19968.96484375,12346050
2013-08-22,25000.0,25340.0,24900.0,25100.0,19953.07421875,11984850
2013-08-23,25600.0,26000.0,25420.0,25900.0,20589.021484375,17203400
2013-08-26,26020.0,26100.0,25920.0,26000.0,20668.51953125,11519650
2013-08-27,26140.0,26180.0,25900.0,26080.0,20732.109375,9130800
2013-08-28,25680.0,26200.0,25680.0,26180.0,20811.611328125,9492550
2013-08-29,26340.0,26960.0,26280.0,26880.0,21368.06640625,16315000
2013-08-30,27200.0,27360.0,27020.0,27360.0,21749.642578125,17135800
2013-09-02,27360.0,27420.0,27000.0,27020.0,21479.3671875,10081600
2013-09-03,27280.0,27280.0,26520.0,26740.0,21256.77734375,11798500
2013-09-04,26600.0,27080.0,26420.0,26800.0,21304.474609375,10920050
2013-09-05,27400.0,27420.0,27160.0,27300.0,21701.94921875,15100100
2013-09-06,27400.0,27500.0,27160.0,27380.0,21765.537109375,11937950
2013-09-09,27420.0,27500.0,27260.0,27460.0,21829.13671875,9291550
2013-09-10,27380.0,27920.0,27360.0,27920.0,22194.810546875,14717650
2013-09-11,27960.0,28040.0,27700.0,28040.0,22290.205078125,13353000
2013-09-12,28100.0,28480.0,27900.0,28200.0,22417.39453125,21805400
2013-09-13,28180.0,28200.0,27920.0,28120.0,22353.798828125,12281500
2013-09-16,28460.0,28500.0,28220.0,28500.0,22655.87890625,11710700
2013-09-17,28400.0,28400.0,27620.0,27720.0,22035.82421875,17181350
2013-09-23,27300.0,27620.0,27060.0,27200.0,21622.453125,24362900
2013-09-24,26840.0,27580.0,26760.0,27460.0,21829.13671875,15138900
2013-09-25,27340.0,27480.0,27020.0,27280.0,21686.044921875,11176450
2013-09-26,27280.0,27440.0,27120.0,27440.0,21813.232421875,10374700
2013-09-27,27500.0,27540.0,27260.0,27320.0,21717.841796875,11613250
2013-09-30,27320.0,27640.0,27200.0,27340.0,21733.7421875,11650900
2013-10-01,27600.0,27660.0,27200.0,27640.0,21972.224609375,9773150
2013-10-02,27960.0,28500.0,27800.0,28360.0,22544.5859375,17586350
2013-10-04,28760.0,28840.0,28280.0,28360.0,22544.5859375,15753700
2013-10-07,28740.0,28740.0,28500.0,28720.0,22830.76171875,10228250
2013-10-08,28340.0,28660.0,28340.0,28600.0,22735.365234375,10546000
2013-10-10,28420.0,28640.0,28420.0,28600.0,22735.365234375,13819000
2013-10-11,28800.0,28940.0,28720.0,28860.0,22942.05859375,11254150
2013-10-14,28960.0,28980.0,28760.0,28760.0,22862.560546875,7373700
2013-10-15,29000.0,29140.0,28900.0,29140.0,23164.640625,10023650
2013-10-16,29380.0,29380.0,28900.0,29000.0,23053.353515625,8010600
2013-10-17,29200.0,29360.0,29080.0,29260.0,23260.03125,9099350
2013-10-18,29440.0,29500.0,29260.0,29440.0,23403.12109375,7852150
2013-10-21,29500.0,29780.0,29080.0,29280.0,23275.931640625,7126050
2013-10-22,29200.0,29200.0,28680.0,29100.0,23132.83984375,12353250
2013-10-23,29280.0,29280.0,28720.0,28840.0,22926.158203125,8598450
2013-10-24,28620.0,28980.0,28580.0,28980.0,23037.447265625,8915650
2013-10-25,29000.0,29040.0,28660.0,28980.0,23037.447265625,6735300
2013-10-28,29300.0,29700.0,29160.0,29640.0,23562.11328125,11307700
2013-10-29,29800.0,29800.0,29560.0,29800.0,23689.306640625,10334900
2013-10-30,29700.0,30000.0,29680.0,30000.0,23848.29296875,10588400
2013-10-31,29960.0,30040.0,29300.0,29300.0,23291.828125,12647050
2013-11-01,29800.0,30000.0,29360.0,30000.0,23848.29296875,11357700
2013-11-04,29840.0,30040.0,29780.0,29980.0,23832.390625,10887800
2013-11-05,30040.0,30040.0,29440.0,29700.0,23609.810546875,8009300
2013-11-06,29960.0,29960.0,28980.0,29020.0,23069.2421875,12218400
2013-11-07,29020.0,29080.0,28500.0,28740.0,22846.6640625,13006800
2013-11-08,28220.0,28560.0,28140.0,28200.0,22417.39453125,13681350
2013-11-11,28500.0,28680.0,28180.0,28560.0,22703.572265625,8563850
2013-11-12,28800.0,29320.0,28720.0,29120.0,23148.740234375,9784900
2013-11-13,28900.0,28980.0,28380.0,28380.0,22560.486328125,9995200
2013-11-14,29100.0,29100.0,28480.0,28480.0,22639.978515625,10132150
2013-11-15,28680.0,29240.0,28640.0,29240.0,23244.130859375,8339250
2013-11-18,29400.0,29520.0,29300.0,29480.0,23434.919921875,6386800
2013-11-19,29660.0,29780.0,29540.0,29780.0,23673.404296875,8183550
2013-11-20,29460.0,29740.0,29280.0,29400.0,23371.328125,8178150
2013-11-21,29440.0,29440.0,28640.0,28800.0,22894.357421875,9019800
2013-11-22,28820.0,29120.0,28620.0,29000.0,23053.353515625,8574600
2013-11-25,29020.0,29440.0,29020.0,29300.0,23291.828125,6615300
2013-11-26,29160.0,29580.0,29100.0,29580.0,23514.41796875,8586250
2013-11-27,29340.0,29520.0,29200.0,29400.0,23371.328125,9351700
2013-11-28,29600.0,29880.0,29580.0,29880.0,23752.8984375,10644900
2013-11-29,29980.0,29980.0,29700.0,29880.0,23752.8984375,6752200
2013-12-02,30000.0,30060.0,29340.0,29340.0,23323.62890625,7487800
2013-12-03,29280.0,29560.0,29140.0,29220.0,23228.23828125,7798600
2013-12-04,29000.0,29060.0,28620.0,28640.0,22767.171875,10844000
2013-12-05,28660.0,28920.0,28440.0,28800.0,22894.357421875,10479650
2013-12-06,29080.0,29080.0,28560.0,28560.0,22703.572265625,9147450
2013-12-09,28800.0,29080.0,28800.0,29080.0,23116.939453125,6996900
2013-12-10,28820.0,29020.0,28620.0,28800.0,22894.357421875,7755600
2013-12-11,28520.0,28880.0,28320.0,28400.0,22576.37890625,10629150
2013-12-12,27920.0,28200.0,27920.0,28200.0,22417.39453125,14962050
2013-12-13,28200.0,28220.0,27800.0,27800.0,22099.412109375,10053250
2013-12-16,27820.0,28080.0,27660.0,28000.0,22258.400390625,8954400
2013-12-17,28340.0,28340.0,27860.0,27900.0,22178.91015625,7762400
2013-12-18,28100.0,28200.0,27880.0,28020.0,22274.302734375,10899200
2013-12-19,28360.0,28680.0,28360.0,28540.0,22687.669921875,10552400
2013-12-20,28260.0,28540.0,28260.0,28540.0,22687.669921875,8407400
2013-12-23,28740.0,28760.0,28580.0,28660.0,22783.0703125,10639200
2013-12-24,28600.0,28640.0,28300.0,28300.0,22496.8828125,10980350
2013-12-26,28160.0,28300.0,28020.0,28160.0,22385.591796875,12307800
2013-12-27,28200.0,28220.0,27900.0,27920.0,22414.498046875,10510000
2013-12-30,27920.0,27940.0,27200.0,27440.0,22029.146484375,16908100
2014-01-02,26960.0,27100.0,26040.0,26180.0,21017.609375,31025000
2014-01-03,26000.0,26220.0,25740.0,25920.0,20808.87109375,26496600
2014-01-06,26060.0,26400.0,25920.0,26140.0,20985.4921875,19735800
2014-01-07,26000.0,26360.0,25900.0,26080.0,20937.3203125,19763200
2014-01-08,26000.0,26080.0,25740.0,25820.0,20728.58984375,20474650
2014-01-09,26140.0,26140.0,25500.0,25500.0,20471.693359375,21250950
2014-01-10,25500.0,25720.0,25440.0,25440.0,20423.5234375,18189150
2014-01-13,25660.0,25940.0,25460.0,25900.0,20792.814453125,16449350
2014-01-14,25940.0,26600.0,25800.0,26260.0,21081.828125,14716650
2014-01-15,26600.0,26620.0,25960.0,25980.0,20857.04296875,11747450
2014-01-16,26000.0,26200.0,25860.0,26020.0,20889.154296875,9752450
2014-01-17,26020.0,26300.0,25840.0,25840.0,20744.650390625,12774250
2014-01-20,26100.0,26380.0,25920.0,26320.0,21130.001953125,8682800
2014-01-21,26300.0,26540.0,26220.0,26480.0,21258.44921875,7562300
2014-01-22,26280.0,26560.0,26240.0,26560.0,21322.669921875,10826500
2014-01-23,26320.0,26440.0,25980.0,25980.0,20857.04296875,10336950
2014-01-24,26000.0,26360.0,25820.0,26140.0,20985.4921875,14001750
2014-01-27,25860.0,26080.0,25700.0,25840.0,20744.650390625,13346300
2014-01-28,25460.0,25860.0,25460.0,25660.0,20600.142578125,11701350
2014-01-29,25600.0,25760.0,25540.0,25600.0,20551.9765625,19181850
2014-02-03,25720.0,25760.0,25420.0,25440.0,20423.5234375,16259200
2014-02-04,25260.0,25260.0,24980.0,24980.0,20054.228515625,16033000
2014-02-05,24900.0,25100.0,24680.0,24740.0,19861.55859375,14926650
2014-02-06,24900.0,25340.0,24800.0,25180.0,20214.794921875,15197450
2014-02-07,25500.0,25580.0,25260.0,25500.0,20471.693359375,9943600
2014-02-10,25420.0,25620.0,25240.0,25540.0,20503.8046875,7799650
2014-02-11,25620.0,26300.0,25440.0,26220.0,21049.716796875,12684000
2014-02-12,26620.0,26620.0,26100.0,26140.0,20985.4921875,10027400
2014-02-13,26000.0,26400.0,25800.0,25960.0,20840.98828125,5838450
2014-02-14,25920.0,26160.0,25840.0,26020.0,20889.154296875,6220750
2014-02-17,25840.0,26120.0,25600.0,25700.0,20632.25,9386650
2014-02-18,25700.0,25980.0,25640.0,25900.0,20792.814453125,5910650
2014-02-19,26000.0,26000.0,25600.0,25800.0,20712.5390625,6179750
2014-02-20,25800.0,25920.0,25620.0,25720.0,20648.30859375,9543300
2014-02-21,26660.0,26660.0,26000.0,26600.0,21354.783203125,14346200
2014-02-24,26680.0,26900.0,26420.0,26560.0,21322.669921875,7425050
2014-02-25,26640.0,26800.0,26520.0,26680.0,21419.017578125,8785300
2014-02-26,26740.0,26860.0,26500.0,26840.0,21547.45703125,12918050
2014-02-27,26700.0,26840.0,26600.0,26820.0,21531.408203125,7891350
2014-02-28,26740.0,26980.0,26640.0,26980.0,21659.85546875,14232350
2014-03-03,26720.0,26800.0,26420.0,26500.0,21274.5078125,12104150
2014-03-04,26400.0,26580.0,26300.0,26300.0,21113.94140625,7900150
2014-03-05,26700.0,26820.0,26600.0,26600.0,21354.783203125,7491500
2014-03-06,26580.0,26580.0,26200.0,26520.0,21290.560546875,8616750
2014-03-07,26780.0,26780.0,26580.0,26780.0,21499.2890625,7548650
2014-03-10,26400.0,26600.0,26340.0,26400.0,21194.22265625,8657600
2014-03-11,26400.0,26540.0,26180.0,26440.0,21226.333984375,9079800
2014-03-12,26400.0,26400.0,25860.0,25880.0,20776.759765625,12579250
2014-03-13,25880.0,26260.0,25800.0,25800.0,20712.5390625,11750200
2014-03-14,25400.0,25700.0,25400.0,25500.0,20471.693359375,10836800
2014-03-17,25500.0,25520.0,25160.0,25320.0,20327.19140625,8820000
2014-03-18,25400.0,25660.0,25320.0,25560.0,20519.861328125,11045600
2014-03-19,25600.0,25700.0,25360.0,25380.0,20375.357421875,7638550
2014-03-20,25400.0,25440.0,25240.0,25240.0,20262.9609375,5939400
2014-03-21,25380.0,25460.0,25240.0,25460.0,20439.578125,8321300
2014-03-24,25200.0,25480.0,25180.0,25460.0,20439.578125,7073900
